res_space_heating_kwh,res_space_cooling_kwh,res_heating_load_kwh,res_cooling_load_kwh,res_space_heating_mbtu,res_space_cooling_mbtu,fips,com_space_heating_kwh,com_space_cooling_kwh,com_space_heating_mbtu,com_space_cooling_mbtu,total_space_heating_kwh,total_space_heating_mbtu,total_space_cooling_kwh,total_space_cooling_mbtu
3596316389.927204,1756385410.2506156,3306328338.5644116,4794920098.481365,12271142.19935899,5993036.426503356,37119,818140766.4393034,1335360587.760321,2791612.4710797374,4556439.946641677,4414457156.366508,15062754.670438727,3091745998.0109367,10549476.373145033
57831003.36822559,19526927.860262003,55014969.064598106,68582046.83604455,197327.59549486398,66628.65068297011,37121,4454912.144977132,3016843.7318941494,15200.79283618656,10293.899205032767,62285915.51320272,212528.38833105055,22543771.592156153,76922.54988800288
145736027.42021015,63693921.30708183,167423823.9474254,167276578.6227689,497272.0200736507,217332.7040365888,37123,8461456.123802543,9632973.05565533,28871.689821183856,32869.07194806989,154197483.5440127,526143.7098948346,73326894.36273716,250201.7759846587
374988104.2428816,191575443.7375225,403857877.03883624,513856166.2934316,1279512.6599875144,653682.6177454375,37125,50245975.62267878,71594190.66251278,171446.40375311841,244289.54491556768,425234079.86556035,1450959.0637406327,263169634.4000353,897972.1626610052
408291303.267808,161845657.75101233,402058645.6139372,461810727.3979421,1393147.904114825,552240.3663298547,37127,95658415.88787177,97694640.85413301,326400.09850447456,333347.98723330314,503949719.1556798,1719548.0026192996,259540298.60514534,885588.3535631578
611784321.1126794,482484773.1297501,695705987.245866,1291750094.143216,2087494.9770100599,1646306.5587564916,37129,114586438.18325083,273292016.37872267,390985.19835547387,932511.1673505275,726370759.2959301,2478480.1753655337,755776789.5084727,2578817.726107019
131625030.41202432,37939474.832955495,125157887.30360378,109108146.91604541,449123.29452014546,129454.87553547042,37131,12746649.879011476,8237160.674586275,43493.37941146998,28106.36189850416,144371680.2910358,492616.6739316155,46176635.50754177,157561.23743397457
404481162.348538,322189697.1906494,460266177.16349715,867670786.0440955,1380147.162258265,1099356.9977514967,37133,65788017.83999498,136044895.10196882,224478.05876859615,464204.5004630221,470269180.18853295,1604625.221026861,458234592.2926182,1563561.498214519
564332799.2806077,226032052.52725652,548411841.0070232,617763182.572996,1925583.6464029313,771253.4597744581,37135,67768604.89021924,98669921.91502848,231236.10302732245,336675.7847029891,632101404.1708269,2156819.7494302536,324701974.442285,1107929.2444774471
32512403.010467418,35303606.38741724,38108864.061157994,85169747.1302154,110936.93583294231,120460.91810597465,37137,803681.9856195904,1623280.7792326051,2742.277057776,5538.8645246123,33316084.996087007,113679.2128907183,36926887.16664985,125999.78263058694
182818995.80175504,86221531.17267512,192668059.13775125,243784752.58306998,623804.3739729921,294200.107818594,37139,33520242.62336946,47690301.09141694,114375.8277053891,162726.07934666958,216339238.4251245,738180.2016783812,133911832.26409206,456926.1871652636
192607154.36693916,136697081.37482664,209497312.72596103,363072909.0338489,657202.9609159165,466429.8526364637,37141,10665308.116217438,22495865.125347927,36391.5457662864,76759.08622053493,203272462.4831566,693594.5066822029,159192946.50017458,543188.9388569987
45910874.6434574,40279291.50423649,51475333.383060366,93087571.74700937,156654.423627676,137438.6622718485,37143,809982.7235558634,1602646.198709353,2763.7760703193508,5468.456405756529,46720857.36701326,159418.19969799535,41881937.70294584,142907.11867760503
234638061.88166603,54171513.91509845,234048891.71678227,169888959.04778305,800618.3857450316,184840.89783329185,37145,46303675.652623475,35025346.69473267,157994.71644869397,119511.45652165853,280941737.5342895,958613.1021937255,89196860.60983112,304352.35435495037
634089892.1475798,342748122.7955431,679906457.4678203,926422664.04447,2163604.7527722274,1169505.26521183,37147,43138904.4619038,73342852.68092401,147196.06774844936,250256.2280323934,677228796.6094836,2310800.8205206767,416090975.4764671,1419761.4932442233
92979132.90104128,37037552.96075759,91272090.11519642,106101219.9825541,317258.0044952248,126377.39003462532,37149,3304834.387510403,4157448.375813827,11276.564216668521,14185.804215946142,96283967.28855169,328534.56871189334,41195001.33657142,140563.19425057145
632444576.6063696,247359063.16738036,647884395.8007518,684864331.7318085,2157990.7025108114,844024.2485140716,37151,74754004.55209053,84747701.99679369,255071.27860037927,289171.1933867436,707198581.1584601,2413061.9811111903,332106765.1641741,1133195.4419008153
139497296.87433895,84124545.07941625,151769055.83795765,230809565.53594154,475984.58555140067,287044.8934963695,37153,29270419.441687554,60294529.30711056,99874.82753459865,205733.49581902285,168767716.3160265,575859.4130859993,144419074.38652682,492778.3893153924
396394591.8693833,246592465.05680963,432305177.0312561,638035564.0636915,1352554.6354903812,841408.5069038725,37155,61992192.6665416,119254583.3526874,211526.16426959858,406913.5725502055,458386784.53592485,1564080.7997599796,365847048.409497,1248322.0794540779
629170053.8060099,118452358.57426123,614384984.5365635,368518644.31326526,2146817.565733746,404176.26769029687,37157,83405626.52479799,55534682.982851684,284591.8413015773,189492.22426247352,712575680.3308079,2431409.407035324,173987041.55711293,593668.4919527704
556450243.387021,277452669.25135386,577683998.6639284,759654951.0713935,1898687.2463710764,946707.905764653,37159,79428620.37175058,83105078.60831815,271021.7315725058,283566.3291327439,635878863.7587715,2169708.977943582,360557747.859672,1230274.234897397
269409527.268327,104944748.00819176,283765654.6730295,304486087.72029424,919263.5631924038,358086.38235816744,37161,33092917.100463197,36186561.30515373,112917.7323410087,123473.68566488985,302502444.3687902,1032181.2955334126,141131309.3133455,481560.0680230573
193272206.43509325,128571623.9416228,203614312.0535165,339279838.60941476,659472.213009852,438704.63805941667,37163,24783490.213763937,40633648.30403208,84564.78786497291,138647.77799141663,218055696.64885718,744037.0008748248,169205272.24565488,577352.4160508333
125708394.5457681,73168642.50723854,124946847.49852985,188115233.69937232,428934.8927821862,249661.7981819339,37165,25920225.10235377,29141664.76314865,88443.4887211956,99435.49828825957,151628619.64812186,517378.3815033818,102310307.27038719,349097.2964701935
280673545.0859086,133617135.26790251,300367618.24925137,356110085.66005594,957697.9914765223,455920.6391672914,37167,75276935.01126686,71399170.5841234,256855.59158321412,243624.108715252,355950480.0971755,1214553.5830597365,205016305.85202593,699544.7478825435
208037043.57942632,73342853.22291484,222315816.55533448,223792669.42123863,709851.9339531909,250256.22988174311,37169,15460767.312473577,11885501.314765822,52754.33349911821,40555.01822716768,223497810.89189988,762606.267452309,85228354.53768067,290811.2481089108
423159673.37921715,63755657.89471458,476177684.34988403,182900194.58885148,1443880.8942435088,217543.3580401872,37171,65161165.48394352,27952044.847436547,222339.149516714,95376.34620982183,488320838.86316067,1666220.0437602228,91707702.74215113,312919.70425000903
84767102.32196164,36626401.47944251,81855769.34381388,93855021.47527927,289237.39005106286,124974.48279686792,37173,8555832.76439287,3723648.5866104034,29193.716320361014,12705.617735613994,93322935.08635451,318431.10637142387,40350050.06605291,137680.1005324819
224945275.70013526,51558353.179953866,234880206.88707185,156622687.50824934,767545.2229180109,175924.42233615415,37175,15738984.86858902,11581287.729680011,53703.65130747707,39516.99827652581,240684260.56872427,821248.8742254879,63139640.909633875,215441.42061267994
12053252.67695098,9524678.163022745,14775270.01125441,23751983.656734776,41127.40969563687,32499.554396532756,37177,1728906.761123566,1479564.366972471,5899.275373713686,5048.483718250181,13782159.438074546,47026.685069350555,11004242.529995216,37548.03811478294
862653286.6909688,363606432.1008229,812520209.3576089,1008992023.2604505,2943495.5109562953,1240676.778441366,37179,136577343.74683857,134400111.3188952,466021.29084702523,458592.2646358777,999230630.4378073,3409516.8018033206,498006543.41971815,1699269.043077244
190981566.1491335,53407612.34513697,212821650.90629017,171270226.63546437,651656.2230832367,182234.35720256035,37181,16529361.680631973,18973518.41026041,56400.52922367494,64740.33905542277,207510927.82976547,708056.7523069116,72381130.75539738,246974.69625798313
3556374733.6918836,1533713602.1304548,3409629484.6840158,4237576533.4846845,12134855.59656889,5233248.597800614,37183,699022710.9135438,1000744506.8034962,2385164.7508619614,3414682.362933495,4255397444.6054273,14520020.347430851,2534458108.933951,8647930.960734108
109314775.9118553,39495733.5724655,106513152.08358108,109333024.23355696,372997.53810942976,134765.0513434196,37185,3816390.811865959,1542317.0704363473,13022.067377581936,5262.604853352819,113131166.72372125,386019.60548701166,41038050.64290185,140027.6561967724
35722350.759395204,37415494.41562195,33892609.5022228,96489825.76660255,121889.73336486427,127666.97994630912,37187,5780302.269098386,8805023.342170734,19723.212145085905,30043.98995680113,41502653.02849359,141612.94550995016,46220517.75779268,157710.96990311024
298791743.36262435,42492583.65166785,286524499.8450754,137291966.47933295,1019519.8567808317,144990.72936636923,37189,28026651.97458573,10384414.820317458,95630.9163218669,35433.09795382765,326818395.33721006,1115150.7731026986,52876998.47198531,180423.8273201969
450231876.67212516,247407884.74472672,484925475.86652493,668937283.9545301,1536255.0961317786,844190.8346686413,37191,43872441.0425932,65313312.34352106,149698.99872395606,222858.29620644663,494104317.71471834,1685954.0948557344,312721197.0882478,1067049.130875088
291001295.6193219,113378533.57158443,314006934.9317823,326469566.3259016,992937.7428371042,386863.65629801323,37193,30703085.17771454,28092872.313851222,104763.28646445725,95856.86952272894,321704380.7970364,1097701.0293015614,141471405.88543564,482720.5258207421
345004772.4775073,144806856.29553986,354330652.522183,387362426.82758266,1177205.2743709467,494101.55625397596,37195,38558541.31208614,35444026.69014474,131567.21826970423,120940.05211856385,383563313.78959346,1308772.492640651,180250882.9856846,615041.6083725399
169208774.76934424,56013889.80556849,182021264.1834561,169278760.23008606,577364.3671590198,191127.34598895206,37197,12029051.668419702,10044129.895526191,41044.83241798494,34271.99746998053,181237826.43776393,618409.1995770046,66058019.70109468,225399.3434589326
96426092.37720282,27733778.242908098,84226099.74357341,82049565.47954251,329019.5196961336,94631.58956131293,37199,1520319.5279060402,1395988.742759893,5187.546114588372,4763.311820698226,97946411.90510887,334207.065810722,29129766.985667992,99394.90138201116
42655795.32012223,612753.3726537286,37253209.06129868,4112579.658056572,145547.63075519248,2090.8015184734386,38001,12826432.026473144,2649464.497401333,43765.60742767413,9040.349089091978,55482227.34659537,189313.23818286663,3262217.8700550618,11131.150607565418
178861680.53449616,3216050.446096078,162412018.86573166,10462365.750062753,610301.4523423368,10973.620801243163,38003,4619627.9878340755,465079.91867865063,15762.826681664137,1586.9187238800082,183481308.52233022,626064.2790240009,3681130.3647747287,12560.539525123171
130241705.07948098,1434701.527308985,97757058.05947761,5450915.47638022,444403.1920533104,4895.405338795134,38005,313505.13509949297,11642.281379766286,1069.7240386886542,39.725117271718496,130555210.21458048,445472.91609199904,1446343.8086887512,4935.130456066853
9687747.908287168,268163.86743004515,7768095.636058924,813007.0769106058,33055.97152327879,915.0131949404891,38007,,,,,9687747.908287168,33055.97152327879,268163.86743004515,915.0131949404891
169443444.76394367,2158225.949726752,151953059.2725766,8834648.517787684,578165.0945037323,7364.173408552539,38009,39187788.61796103,4345009.873353214,133714.29943046678,14825.790679283182,208631233.3819047,711879.393934199,6503235.823079966,22189.96408783572
33630331.97778495,921507.2724124284,25376294.732102126,3110459.9111654516,114751.46821534308,3144.313667503888,38011,14821804.956828892,568246.9773541103,50574.103209004046,1938.9393778030087,48452136.93461384,165325.57142434714,1489754.2497665389,5083.253045306898
68032229.37778923,414841.48425404716,59336459.679661304,1113813.3088233278,232135.62721358848,1415.4980517655729,38013,5849613.441219667,478369.4394449494,19959.711706550155,1632.2644558465684,73881842.8190089,252095.33892013866,893210.9236989965,3047.7625076121412
1239307569.1839845,31086855.528910875,1020782151.5501025,123423727.66796257,4228693.407730579,106072.765398129,38015,232120772.0592405,32548927.054018013,792029.0354157609,111061.56105595113,1471428341.243225,5020722.443146341,63635782.58292889,217134.32645408015
2042307132.9780672,37682948.667102195,1745585872.8345578,174085912.05090785,6968641.945334048,128579.57183086342,38017,464329711.3089533,64330118.42104184,1584358.9098051544,219503.49892941053,2506636844.2870207,8553000.855139203,102013067.08814403,348083.07076027396
95664816.3862556,1275605.6313634538,81586186.21688858,5506265.526130615,326421.937913831,4352.547550211758,38019,6187984.236049307,347611.2424080276,21114.280907161752,1186.098919892612,101852800.62230492,347536.21882099274,1623216.8737714814,5538.646470104371
96870808.69294351,2643248.4514161823,91112994.20296517,11668854.91141687,330536.95491515764,9019.139057512115,38021,3863107.8040968757,717769.1063361053,13181.472388886721,2449.130114031891,100733916.49704039,343718.42730404437,3361017.5577522875,11468.269171544005
32347346.340543557,727640.1949266164,27182409.432418853,3622660.7561633354,110373.73903711497,2482.8116699972948,38023,15591818.496033816,1893239.314682684,53201.49874669382,6460.001381680002,47939164.83657737,163575.23778380879,2620879.5096093,8942.813051677296
42753580.3980049,1172924.2034271546,34454199.622382574,3907287.742764403,145881.28732640922,4002.183937330338,38025,4849492.352211959,130459.51363800676,16547.15653366122,445.1463857838156,47603072.75021686,162428.44386007043,1303383.7170651613,4447.3303231141535
25998128.59128823,324294.4890593561,23928323.23831135,2193990.8181829546,88709.3064877354,1106.5388464879695,38027,8877146.243133325,529449.7103600695,30290.083536337428,1806.5575936074283,34875274.83442156,118999.39002407285,853744.1994194256,2913.0964400953976
72400554.20317324,5270530.543961827,60376472.922150776,11859315.851840025,247040.97181992393,17983.798631334994,38029,1268589.0631720538,247121.21570109858,4328.606023190018,843.2126791847779,73669143.26634529,251369.57784311395,5517651.759662925,18827.011310519774
63058885.99360433,1796960.4696827293,53904845.759091474,6011512.134108577,215165.87337198906,6131.484290944168,38031,8476534.698095055,557424.4937045258,28923.14005782746,1902.011526797948,71535420.69169939,244089.01342981652,2354384.963387255,8033.495817742115
20946230.721460294,535901.9652902094,16133191.231797427,1437894.9462721134,71471.51358638497,1828.5736036492656,38033,595908.519968609,79318.14554182102,2033.3244891427294,270.6447757653603,21542139.241428904,73504.8380755277,615220.1108320304,2099.218379414626
1130288774.0847917,22097511.6384185,983671007.6164966,85463315.27869923,3856705.7981832293,75399.84755693657,38035,121200913.64087304,16308504.269346418,413554.72787239583,55646.932374616226,1251489687.7256646,4270260.526055625,38406015.90776492,131046.77993155281
67958926.05017473,1004958.1081091028,57444765.28703819,3744359.904011959,231885.5058506953,3429.05976891961,38037,13539591.530323103,1901011.2560196808,46199.00892345973,6486.520349137505,81498517.58049783,278084.51477415505,2905969.3641287833,9915.580118057114
71332653.16031672,918668.8086132219,47790936.032944664,4267346.912550946,243397.1418197494,3134.628425959136,38039,2482457.028988187,231729.00001204584,8470.495891805811,790.6922535591021,73815110.1893049,251867.6377115552,1150397.8086252678,3925.3206795182386
27275792.108906113,235592.49533414925,22406125.90857325,1317473.1072638826,93068.87583806712,803.8750482144546,38041,877450.2094104189,78660.61766958884,2993.9847124380854,268.4011972963462,28153242.31831653,96062.8605505052,314253.1130037381,1072.276245510801
73095410.14121902,465791.909449806,57040142.23104236,1748777.7257034972,249411.91895007936,1589.34813749388,38043,,,,,73095410.14121902,249411.91895007936,465791.909449806,1589.34813749388
71864652.23788302,2388070.5558675076,59438502.46368831,7574725.269943763,245212.39821627463,8148.435842638869,38045,8850469.619301757,533621.0354168692,30199.059107743535,1820.790747029387,80715121.85718477,275411.4573240181,2921691.5912843766,9969.226589668255
31538738.965744574,1530428.718937228,23825286.991852924,5219296.806655491,107614.65585205362,5222.040109891911,38047,455886.3870401739,37176.47136168962,1555.5490884480332,126.85139934501834,31994625.35278475,109170.20494050166,1567605.1902989177,5348.89150923693
72511892.94569711,1860896.8667598583,60193108.14195202,8704788.785680989,247420.87541951684,6349.644356739716,38049,884665.4240513451,78605.70780649339,3018.6040493534047,268.21383704626396,73396558.36974846,250439.47946887024,1939502.5745663517,6617.858193785981
41422624.72255691,1000842.3356002535,34221374.60541969,3063696.2152865925,141339.87756607478,3415.01616867972,38051,159205.4125428817,7863.612630453962,543.2314747648935,26.831762928102442,41581830.13509979,141883.10904083966,1008705.9482307076,3441.847931607823
124621120.987482,2620185.9330476285,113318511.66199435,10105783.698786173,425224.96100846876,8940.446469961002,38053,6156258.024823518,405254.7557639305,21006.026569337366,1382.7867728418494,130777379.01230551,446230.98757780617,3025440.688811559,10323.233242802851
208395044.82610124,2797660.8820930226,171873471.21614143,12325391.655379245,711073.4850430228,9546.01619754665,38055,46723528.79702049,4217434.048576051,159427.31499652308,14390.483849376385,255118573.62312174,870500.8000395459,7015094.930669074,23936.500046923036
138102759.60978875,4156575.425963191,122969360.52879363,14861772.204389961,471226.2263804638,14182.825587096893,38057,13150866.879317256,1524842.8334504445,44872.62521532734,5202.980275415267,151253626.489106,516098.8515957911,5681418.259413635,19385.80586251216
442599957.1320084,13084111.767227845,375061375.0017732,51018837.3958241,1510213.9029283253,44644.847293652354,38059,25055101.665124085,3523079.1761865485,85491.56470583982,12021.246426391523,467655058.79713243,1595705.467634165,16607190.943414394,56666.09372004388
206625333.6088909,1387441.1050521946,164876941.08128256,6631077.883301777,705034.9790709082,4734.146067075005,38061,11142443.926291907,1297656.7535604257,38019.60090354552,4427.789110407178,217767777.5351828,743054.5799744537,2685097.8586126203,9161.935177482183
51867958.618852325,194221.8854607128,37242848.66737105,2847618.1364533207,176980.84005764802,662.7126526996875,38063,,,,,51867958.618852325,176980.84005764802,194221.8854607128,662.7126526996875
23424990.195712455,921294.3876274879,22533501.984601405,2882886.0527686365,79929.39289637869,3143.587274388032,38065,,,,,23424990.195712455,79929.39289637869,921294.3876274879,3143.587274388032
154351190.8203721,2689444.44974827,138782656.85767466,9450950.033277657,526668.1809482061,9176.766363652961,38067,3662774.949132553,323284.71183123183,12497.908240483046,1103.093343197243,158013965.76950467,539166.0891886891,3012729.161579502,10279.859706850204
93646313.81704481,1323504.7079750656,81523243.27569805,8396247.73912366,319534.5205203189,4515.986001279456,38069,19970232.878493976,2936627.033570749,68141.27035449019,10020.188439582163,113616546.69553879,387675.7908748091,4260131.741545815,14536.17444086162
156790353.72462535,2892039.8034166424,131715023.19736722,9173844.976514462,534990.9511386505,9868.050478909669,38071,15601255.22816319,1339330.0991735547,53233.6982167352,4569.984483254251,172391608.95278853,588224.6493553858,4231369.902590197,14438.034962163918
92876096.6651301,1648224.9666043026,80840521.70050761,7598426.445093291,316906.4302271503,5623.977633999139,38073,2501869.269345919,298115.7333553999,8536.733212444524,1017.2132146427609,95377965.93447602,325443.16343959485,1946340.6999597026,6641.1908486419
32315058.814827576,335506.4210662222,26565114.454497464,3554750.5028157355,110263.5694145434,1144.7955505897414,38075,6073733.730624814,392886.85623144114,20724.441959081614,1340.585743395262,38388792.545452386,130988.01137362499,728393.2772976633,2485.381293985003
323120855.2399791,4074472.860571139,269335045.1638746,20335040.585477073,1102534.2412402527,13902.679975414927,38077,25639409.597251248,3239726.861485641,87485.30634198406,11054.408092603338,348760264.8372303,1190019.5475822368,7314199.72205678,24957.088068018264
292249935.84459287,2449026.56595547,241449902.9844325,14306213.820420936,997198.2805926407,8356.426404812428,38079,5991204.873160383,617094.4731144563,20442.841778315214,2105.613969681707,298241140.71775323,1017641.1223709559,3066121.0390699264,10462.040374494136
71712368.6550556,1388150.7210019962,59697654.23508375,3282257.9501984078,244692.78500739872,4736.567377461193,38081,224524.2148590043,11415.597549473141,766.1085035374326,38.951639853654385,71936892.8699146,245458.89351093615,1399566.3185514694,4775.519017314848
38240281.034076415,642557.2425453981,32092597.499699064,5751012.092270501,130481.26900817557,2192.4965546933395,38083,,,,,38240281.034076415,130481.26900817557,642557.2425453981,2192.4965546933395
41957958.99508728,1148584.376348958,36962195.53049564,3862723.8565551112,143166.5141214151,3919.132991084086,38085,,,,,41957958.99508728,143166.5141214151,1148584.376348958,3919.132991084086
11445182.769565942,295909.8510672899,10010695.151779084,846642.8763743071,39052.58882571227,1009.6864310404446,38087,,,,,11445182.769565942,39052.58882571227,295909.8510672899,1009.6864310404446
393428042.39123744,7195860.538963676,333249237.8043025,30682874.309517853,1342432.3474209218,24553.297971140597,38089,45998187.462770425,6723577.611059601,156952.3473655924,22941.80155695613,439426229.85400784,1499384.694786514,13919438.150023278,47495.099528096725
38425065.02740476,1182078.2491795958,29217162.415166058,3449230.600278765,131111.77823273893,4033.4188413121647,38091,,,,,38425065.02740476,131111.77823273893,1182078.2491795958,4033.4188413121647
393398522.36772573,4252302.617591433,342295280.9351754,23942160.750748947,1342331.6209088564,14509.460358193668,38093,34181020.414669365,3825850.1661668997,116630.49535975076,13054.344037685058,427579542.7823951,1458962.1162686073,8078152.783758333,27563.804395878724
20885416.634562295,574859.8809343203,16878784.78657614,2610322.5385490647,71264.00728628866,1961.5035438509933,38095,7523411.548080403,1235874.2621258742,25670.948526490163,4216.978476518704,28408828.1826427,96934.95581277882,1810734.1430601943,6178.482020369697
94635731.33585325,1512901.2049771273,86617647.66240394,8131490.001150939,322910.55359178095,5162.233743353065,38097,1981970.5671113841,177470.33963548834,6762.765014804572,605.5539996245145,96617701.90296464,329673.31860658556,1690371.5446126156,5767.787742977579
238293719.40866426,5617248.897034916,202341331.87085968,20223985.67796506,813092.0083305185,19166.850886026514,38099,40977622.86452093,3416528.3357617967,139821.46803619218,11657.679828642928,279271342.2731852,952913.4763667106,9033777.232796714,30824.530714669443
942746290.6747768,15353037.805123653,784953684.7722428,71652839.21155554,3216784.213755614,52386.74512245023,38101,167786073.92007554,21187318.42018654,572509.9098377944,72294.13904889213,1110532364.5948524,3789294.123593409,36540356.22531019,124680.88417134236
84371278.54516229,1224442.3213827545,75429202.7981796,3923112.1800648365,287886.78311764717,4177.971071367595,38103,5268321.365434516,265455.5131037349,17976.260600496462,905.7719053928041,89639599.9105968,305863.0437181436,1489897.8344864894,5083.742976760399
473800847.94405234,9336488.013135348,398668242.18191874,42467041.824581385,1616675.7729055146,31857.422882115672,38105,106961999.3928151,10535819.028269097,364969.5305321989,35949.71061075617,580762847.3368675,1981645.3034377135,19872307.041404445,67807.13349287184
224191876.44623086,37769450.851383016,197782545.65789223,108751777.74957557,764974.517680995,128874.72956693974,39001,5894866.596116702,2937275.6607325412,20114.121897006837,10022.401647563254,230086743.04234755,785088.6395780018,40706726.51211555,138897.131214503
1060831210.1102308,75005128.58532523,888149027.1429012,250946268.44314638,3619706.726927943,255928.1494613888,39003,259626819.1371469,60239260.977771915,885883.5739042626,205544.91243121662,1320458029.2473776,4505590.300832205,135244389.56309715,461473.06189260544
590547289.7749904,38319828.982049175,469639637.12712425,132578980.70468909,2015031.2104274153,130752.69790246723,39005,46508244.97813036,10070338.326557852,158692.73603616768,34361.42435825776,637055534.7531208,2173723.946463583,48390167.30860703,165114.122260725
1209104682.2437418,61766533.42582556,1000572996.8470064,218995948.9559467,4125636.8686805256,210756.18289666326,39007,119760684.62011215,29951631.53221053,408640.4619410387,102199.2199195799,1328865366.863854,4534277.330621564,91718164.9580361,312955.4028162432
394764816.9174738,45645691.16301652,362175386.68866557,151184474.1586708,1346993.611926423,155749.5799363575,39009,135865147.58539027,32856017.19711853,463591.1764123087,112109.39623101041,530629964.50286406,1810584.7883387315,78501708.36013505,267858.97616736795
484022510.89297026,32811080.363738935,407837332.73108286,108706362.32413934,1651553.5383633613,111956.0653744889,39011,69395982.90068716,15267492.403884955,236788.9478867165,52094.85206597682,553418493.7936574,1888342.4862500778,48078572.76762389,164050.9174404657
742674686.1318741,45656974.05661836,608865591.1140177,171012139.2881026,2534111.488887385,155788.07877149788,39013,128229787.72002158,29129920.926820002,437538.24433056987,99395.42665108145,870904473.8518957,2971649.733217955,74786894.98343837,255183.5054225794
320321491.2796065,53336508.82696685,329641975.71582615,163800098.7672284,1092982.413897779,181991.74190186433,39015,12355191.909361023,6802136.41149303,42157.66923199094,23209.855339384652,332676683.1889675,1135140.0831297701,60138645.238459885,205201.597241249
2589165284.6868343,339500565.4012758,2233476124.442841,1094129199.015236,8834599.612821905,1158424.13822944,39017,625690847.413279,241483238.50397542,2134946.0194744407,823975.1003954317,3214856132.1001134,10969545.632296344,580983803.9052513,1982399.238624872
301101330.3944438,26692629.72135911,248886678.8996137,83831411.31189175,1027400.4956947583,91079.04296269771,39019,40766714.54370706,6444955.940970642,139101.81889659367,21991.104854335448,341868044.9381509,1166502.3145913521,33137585.662329752,113070.14781703317
357978538.964541,33941640.49496293,305083300.56478053,115203535.66400652,1221473.6078995469,115813.6970817638,39021,49727554.12434791,13431502.55602339,169677.47598496074,45830.19399451476,407706093.08888894,1391151.0838845077,47373143.05098632,161643.89107627855
1366751471.4581826,115067845.30168225,1112927566.104117,396065370.61160535,4663550.0993242655,392627.82780337264,39023,176325459.78026503,60173605.20739789,601647.5069855531,205320.88561958107,1543076931.2384477,5265197.606309819,175241450.50908014,597948.7134229537
1375061783.84631,217777161.14480883,1283599586.4326637,610266018.334305,4691906.065256915,743086.5981829703,39025,177173325.30254105,88757032.27552846,604540.544544463,302851.59762268624,1552235109.148851,5296446.609801378,306534193.4203373,1045938.1958056566
285345230.7298328,30589201.863314975,264620285.34917465,108054367.1227206,973638.4462729532,104374.70042429528,39027,29482261.866003808,6995215.262401935,100597.66396798997,23868.667795882662,314827492.59583664,1074236.1102409433,37584417.12571691,128243.36822017794
1188413274.6098552,68917262.39038186,993767211.4989797,247759028.0783528,4055034.84765382,235155.48552724233,39029,138187224.28430444,26608407.15848148,471514.4318438951,90791.6636185553,1326600498.8941596,4526549.279497716,95525669.54886334,325947.14914579765
262250424.83556306,30367517.84059694,224342621.83863035,101140436.29287384,894835.6890992678,103618.28305965013,39031,17140299.9110539,5990476.606692278,58485.13721910327,20440.356829712204,279390724.74661696,953320.8263183711,36357994.44728922,124058.63988936234
587527448.1390145,33567530.9662275,477151561.379082,119904245.08146214,2004727.0819479532,114537.18224616544,39033,70323158.60132551,16754046.168735292,239952.60303624402,57167.18460228077,657850606.74034,2244679.6849841974,50321577.1349628,171704.36684844623
16267919961.105543,949120061.1358953,13093382252.981445,3175458893.819385,55508452.95192659,3238532.423644356,39035,3168895551.1054525,796953354.239672,10812721.603540061,2719318.012042063,19436815512.210995,66321174.555466644,1746073415.3755672,5957850.435686419
589294462.8156155,43062476.220953554,497032873.4798103,148918670.19901684,2010756.3869406,146935.2837375169,39037,56806888.46990952,15887297.304289132,193833.170037494,54209.71439845173,646101351.2855251,2204589.556978094,58949773.525242686,201144.99813596864
569504977.053927,27897557.60412232,469873171.7601096,114410043.02771303,1943231.8514147403,95190.42799844513,39039,66181525.444882184,20982599.742416263,225820.7625945512,71595.60985028771,635686502.4988091,2169052.6140092914,48880157.34653858,166786.03784873284
1421061644.3298724,166422680.627233,1188127704.8502526,517855633.15751106,4848864.121207019,567857.8183207681,39041,226909024.20788014,80941686.43745957,774245.8116787246,276184.5278440862,1647970668.5377526,5623109.932885745,247364367.06469256,844042.3461648541
1040177270.1984938,68665703.53617717,861502519.7306297,229437451.9949497,3549232.551089629,234297.13099533864,39043,218794499.23626962,54737129.161076844,746557.9002130434,186770.85736993505,1258971769.4347634,4295790.451302673,123402832.69725402,421067.9883652737
1223748387.9454436,113880373.97128415,1016602087.4083118,379641449.6954138,4175603.271940942,388576.00700312544,39045,144750724.18615985,48001400.732262164,493910.0255260118,163787.59549738248,1368499112.1316035,4669513.297466953,161881774.70354632,552363.602500508
268184091.48461455,25394529.264386944,265447910.51614752,80991598.9516853,915082.2022864956,86649.7398732438,39047,23017316.916893035,10005712.485579954,78538.35377944124,34140.91181197175,291201408.4015076,993620.556065937,35400241.7499669,120790.65168521555
9613530382.444525,995148944.9118047,8033835979.337919,3320836083.3352056,32802730.786215026,3395589.511189255,39049,2422334090.8990645,912923936.3335847,8265347.889588516,3115026.10596915,12035864473.34359,41068078.67580354,1908072881.2453895,6510615.6171584055
498967377.60376805,22241350.791443292,405373333.0163611,81429928.76874706,1702547.5457516762,75890.6471722169,39051,64621363.253050685,9539800.444818899,220497.26765299088,32551.153769385248,563588740.8568187,1923044.813404667,31781151.23626219,108441.80094160214
