Name,State,Latitude,Longitude,IT Load (MW),PUE,Website,Source URL,Space Type,Classification_Source,Is_Aggregated,Confidence_Score,Annual_Heat_MWh
DataBank MEM1 - Memphis,tennessee,35.203139,-89.808542,0.45,1.91,https://www.databank.com/data-centers/memphis/7620-appling-center-drive/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/memphis/colocation-memphis/,Small,P1,False,5,3547.8
DC BLOX Chattanooga,tennessee,35.031571,-85.2973559,1.0,1.91,https://dcblox.com/data-centers/chattanooga/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/chattanooga/cha-1/,Small,P1,False,5,7884.0
EdgeConneX Nashville - EDCNAS01,tennessee,36.1454692,-86.7020989,0.5,1.91,https://www.edgeconnex.com/locations/americas/nashville-tn/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/edcnas01/,Small,P1,False,5,3942.0
EdgeConneX Memphis - EDCMEM01,tennessee,35.0387368,-89.8853296,0.5,1.91,https://www.edgeconnex.com/locations/americas/memphis-tn/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/memphis/edgeconnex-edcmem01/,Small,P1,False,5,3942.0
Google Montgomery County Data Center,tennessee,36.620664,-87.2617554,50.0,1.11,https://www.google.com/about/datacenters/locations/montgomery-county/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/clarksville/google-montgomery-county/,Hyperscale,P2,False,1,394200.0
Lumen Berry Hill,tennessee,36.119184,-86.758299,15.0,1.68,https://www.lumen.com/en-us/home.html?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/twtc-berry-hill/,Midsize/Colo,P2,False,1,118260.0
Lumen Nashville 1,tennessee,36.1029297,-86.7555746,15.0,1.68,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/level3-nashville1/,Midsize/Colo,P2,False,1,118260.0
Lumen Nashville 2,tennessee,36.1496612,-86.6796724,15.0,1.68,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/level3-nashville2/,Midsize/Colo,P2,False,1,118260.0
Lumen Nashville 3,tennessee,36.189148,-86.804111,15.0,1.68,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/level3-nashville3/,Midsize/Colo,P2,False,1,118260.0
Lumen Memphis 1,tennessee,35.028699,-89.930883,15.0,1.68,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/memphis/level3-memphis1/,Midsize/Colo,P2,False,1,118260.0
Meta Gallatin Campus,tennessee,36.4064288,-86.3711745,50.0,1.22,https://datacenters.atmeta.com/us-locations/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/meta-gallatin-data-center/,Hyperscale,P2,True,1,394200.0
TierPoint Nashville,tennessee,35.9245231,-86.8555194,2.4,1.91,http://www.TierPoint.com?utm_source=datacentermap.com,https://www.datacentermap.com/usa/tennessee/nashville/tierpoint-nashville/,Small,P1,False,5,18921.600000000002
