fips,dc_count,total_it_load_mw,total_recoverable_kwh,total_heat_delivered_kwh,total_cooling_delivered_kwh,dc_count_hyperscale,it_load_mw_hyperscale,dc_count_ai_specialized,it_load_mw_ai_specialized,dc_count_midsize_colo,it_load_mw_midsize_colo,dc_count_small,it_load_mw_small,aggregated_count,original_it_load_mw,total_space_heating_kwh,total_space_heating_mbtu,total_space_cooling_kwh,total_space_cooling_mbtu,heating_coverage_ratio,cooling_coverage_ratio,heating_coverage_pct,cooling_coverage_pct,heating_demand_mw,cooling_demand_mw,heat_delivered_mw,cooling_delivered_mw,county_name,state_abbr,county_label
18057,1,4.4,31567535.999999993,94702607.99999997,22097275.19999999,0,0.0,0,0.0,0,0.0,1,4.4,0,4.4,2509133517.507536,8561519.858695198,444582153.4471236,1516977.438227375,0.037743152103788175,0.04970346881597921,3.7743152103788176,4.970346881597921,286.43076683875984,50.75138737980863,10.810799999999997,2.522519999999999,Hamilton County,IN,"Hamilton County, IN"
18059,6,6.0,43046639.99999999,129139919.99999997,30132647.999999993,0,0.0,0,0.0,0,0.0,6,6.0,0,0.0,699210932.4914893,2385806.989613375,102531511.36236988,349852.07624301943,0.18469379410278577,0.2938867046785676,18.469379410278577,29.38867046785676,79.81859959948508,11.70451042949428,14.741999999999996,3.439799999999999,Hancock County,IN,"Hancock County, IN"
18063,7,467.0,1060240320.0,3180720960.0,742168224.0,3,398.0,0,0.0,4,69.0,0,0.0,0,422.0,1333703432.2418122,4550785.496696441,259561393.66955,885660.3329184056,2.3848787392363158,2.8593166861511814,200.0,200.0,152.24925025591463,29.630296080998857,363.096,84.7224,Hendricks County,IN,"Hendricks County, IN"
18089,11,1257.0,2207283480.0,6621850440.0,1545098436.0,3,1230.0,0,0.0,1,20.0,7,7.0,0,1200.0,5955880260.512071,20322309.183864176,608415551.1427797,2076000.2555074263,1.1118172546052278,2.539544614035358,111.18172546052278,200.0,679.8950069077706,69.4538300391301,755.919,176.3811,Lake County,IN,"Lake County, IN"
18091,1,538.0,933150240.0000001,2799450720.0000005,653205168.0,1,538.0,0,0.0,0,0.0,0,0.0,0,538.0,1377686575.8712654,4700862.228366531,133848213.76559596,456709.11181456817,2.0319939012468016,4.880193389386108,200.0,200.0,157.27015706292985,15.279476457259813,319.57200000000006,74.5668,LaPorte County,IN,"LaPorte County, IN"
18097,22,194.57999999999998,890086255.1999999,2670258765.6,623060378.64,1,53.0,0,0.0,8,120.0,13,21.580000000000002,0,68.58,9624245826.645084,32839293.40342041,1646668894.0117073,5618668.093350895,0.2774512220175516,0.37837623635560713,27.745122201755162,37.83762363556071,1098.6581993887082,187.97590114288897,304.82406,71.125614,Marion County,IN,"Marion County, IN"
18109,4,53.0,108247320.0,324741960.0,75773123.99999999,1,50.0,0,0.0,0,0.0,3,3.0,0,0.0,599564136.6960975,2045797.9725144955,80353423.43269947,274177.29093849804,0.5416300611132162,0.9429980797702322,54.16300611132162,94.29980797702322,68.44339460001113,9.17276523204332,37.071,8.649899999999997,Morgan County,IN,"Morgan County, IN"
18123,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,236177230.7195883,805870.2483819975,42598884.900465906,145353.44432204554,0.0911320703288053,0.11789294512601367,9.11320703288053,11.789294512601368,26.960871086710995,4.862886404162775,2.4569999999999994,0.5732999999999998,Perry County,IN,"Perry County, IN"
18145,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,437500749.7219795,1492814.6831578545,54884803.386594355,187274.74279714085,0.049196075695133124,0.091502705487083,4.919607569513312,9.150270548708301,49.943007959130085,6.265388514451411,2.4569999999999994,0.5732999999999998,Shelby County,IN,"Shelby County, IN"
18157,2,2.0,14348879.999999998,43046639.99999999,10044215.999999998,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,1817134349.192278,6200320.4325216375,216475347.6968755,738644.6258411122,0.02368929959368957,0.04639889071371137,2.3689299593689572,4.639889071371138,207.43542798998607,24.711797682291728,4.913999999999999,1.1465999999999996,Tippecanoe County,IN,"Tippecanoe County, IN"
18163,2,16.0,87591240.0,262773720.0,61313868.0,0,0.0,0,0.0,1,15.0,1,1.0,0,0.0,2005376769.031989,6842630.299438349,511264925.4979398,1744508.5254183917,0.13103458864083825,0.11992582503148276,13.103458864083825,11.992582503148276,228.92428870228187,58.363575970084455,29.997,6.9993,Vanderburgh County,IN,"Vanderburgh County, IN"
19001,1,200.0,346896000.0,1040688000.0,242827199.99999997,1,200.0,0,0.0,0,0.0,0,0.0,0,200.0,93509358.59065156,319067.209840223,5923576.401439928,20212.08382956204,11.129238994737806,40.99334313320792,200.0,200.0,10.674584314001319,0.6762073517625489,118.8,27.719999999999995,Adair County,IA,"Adair County, IA"
19013,2,16.0,87591240.0,262773720.0,61313868.0,0,0.0,0,0.0,1,15.0,1,1.0,0,1.0,1810349687.746284,6177170.204245981,154023146.97260535,525548.8487573996,0.1451508080337389,0.3980821662532666,14.51508080337389,39.80821662532666,206.6609232587082,17.582551024270018,29.997,6.9993,Black Hawk County,IA,"Black Hawk County, IA"
19019,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,284695771.52830535,971422.3992541349,15447106.293460395,52707.720162380545,0.07560112285636839,0.3251164266362388,7.560112285636839,32.51164266362388,32.49951729775175,1.7633682983402277,2.4569999999999994,0.5732999999999998,Buchanan County,IA,"Buchanan County, IA"
19049,22,2007.6,3523485744.0,10570457232.0,2466440020.7999997,21,2000.0,0,0.0,0,0.0,1,7.6,3,1007.6,903894333.6416248,3084215.8193806014,111617079.98159815,380853.32652257034,11.69435058787631,22.097335114004338,200.0,200.0,103.18428466228593,12.74167579698609,1206.6732,281.55708,Dallas County,IA,"Dallas County, IA"
19059,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,1.0,386937177.3140024,1320284.5940745547,15704763.13644246,53586.88189790705,0.05562484367464557,0.3197824734042845,5.562484367464557,31.97824734042845,44.170910652283375,1.792781179959185,2.4569999999999994,0.5732999999999998,Dickinson County,IA,"Dickinson County, IA"
19061,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1355626701.5589895,4625590.804710894,186610378.30807665,636741.1094608771,0.015877025714562776,0.026912265253055533,1.5877025714562776,2.691226525305553,154.7519065706609,21.30255460137861,2.4569999999999994,0.5732999999999998,Dubuque County,IA,"Dubuque County, IA"
19105,1,15.0,80416800.0,241250400.0,56291760.0,0,0.0,0,0.0,1,15.0,0,0.0,0,0.0,275695198.66390365,940711.1665594496,15560775.247530391,53095.57477465885,0.8750620292597302,3.617542127853425,87.50620292597301,200.0,31.472054641998135,1.7763442063390857,27.54,6.426,Jones County,IA,"Jones County, IA"
19113,11,790.0,1827195839.9999998,5481587519.999999,1279037087.9999998,2,666.0,0,0.0,8,120.0,1,4.0,0,620.0,3119246069.4367766,10643310.52186014,244403042.32290363,833937.885637757,1.757343729213956,5.233310828881355,175.7343729213956,200.0,356.0783184288558,27.89989067613055,625.7519999999998,146.00879999999995,Linn County,IA,"Linn County, IA"
19153,14,1163.6,2182259664.0,6546778992.0,1527581764.8,3,1100.0,0,0.0,4,53.0,7,10.6,1,1028.6,5427773698.82845,18520334.604267903,674375472.1165129,2301064.8721785825,1.2061628496805383,2.2651799004577042,120.61628496805383,200.0,619.6088697292752,76.98350138316357,747.3492,174.38147999999998,Polk County,IA,"Polk County, IA"
19155,5,270.0,501107040.00000006,1503321120.0,350774928.0,2,250.0,0,0.0,1,18.0,2,2.0,0,218.0,1311126791.4298046,4473750.792362876,116004491.44373816,395823.7974438196,1.1465871415537199,3.0238047133728854,114.65871415537198,200.0,149.67200815408728,13.24252185430801,171.612,40.0428,Pottawattamie County,IA,"Pottawattamie County, IA"
19163,3,69.0,195838560.0,587515680.0,137086992.0,1,50.0,0,0.0,1,15.0,1,4.0,0,4.0,2335228938.854212,7968132.741879888,258550709.6132456,882211.735401159,0.25158804356384284,0.5302131725148319,25.158804356384284,53.02131725148319,266.5786459879237,29.514921188726667,67.068,15.6492,Scott County,IA,"Scott County, IA"
19169,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1235905936.264052,4217086.553175895,103239067.45256115,352266.358095717,0.017415014661278823,0.04864542196981469,1.7415014661278823,4.864542196981469,141.08515254155844,11.785281672666798,2.4569999999999994,0.5732999999999998,Story County,IA,"Story County, IA"
19181,4,200.0,346896000.0,1040688000.0,242827199.99999997,4,200.0,0,0.0,0,0.0,0,0.0,2,0.0,547188130.1406071,1867083.6007542312,49959013.746866554,170467.24908426072,1.9018833609065708,4.860528296862749,190.1883360906571,200.0,62.464398417877526,5.703083761057825,118.8,27.719999999999995,Warren County,IA,"Warren County, IA"
19193,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1525328339.836345,5204636.892145866,95199959.77789211,324835.78115645633,0.014110614375859082,0.05275325758242875,1.4110614375859083,5.275325758242875,174.1242397073453,10.867575317110973,2.4569999999999994,0.5732999999999998,Woodbury County,IA,"Woodbury County, IA"
20001,1,3.0,21523319.999999996,64569959.999999985,15066323.999999996,0,0.0,0,0.0,0,0.0,1,3.0,0,3.0,163237617.051709,556989.9291220524,31324897.527937047,106884.99850077018,0.3955580898950888,0.48096961806700644,39.555808989508876,48.09696180670065,18.634431170286415,3.575901544285051,7.370999999999998,1.7198999999999995,Allen County,KS,"Allen County, KS"
20021,1,200.0,346896000.0,1040688000.0,242827199.99999997,1,200.0,0,0.0,0,0.0,0,0.0,0,200.0,223513270.35176545,762659.0173246135,44119697.9910999,150542.67454274758,4.656045694119924,5.503827339184973,200.0,200.0,25.51521351047551,5.036495204463459,118.8,27.719999999999995,Cherokee County,KS,"Cherokee County, KS"
20045,1,0.01,71744.4,215233.19999999998,50221.079999999994,0,0.0,0,0.0,0,0.0,1,0.01,0,0.01,1071947685.7455628,3657637.720335236,220915894.48999676,753796.4020568865,0.0002007870373359691,0.00022733122085189775,0.02007870373359691,0.022733122085189773,122.36845727689072,25.218709416666297,0.024569999999999998,0.005732999999999999,Douglas County,KS,"Douglas County, KS"
20091,14,83.93,482018299.2,1446054897.6,337412809.43999994,0,0.0,0,0.0,5,66.25,9,17.68,0,49.93,6944088241.134567,23694215.139281385,1397945021.804534,4769986.922590166,0.20824258669900408,0.241363432879822,20.82425866990041,24.1363432879822,792.7041371158182,159.58276504617967,165.07475999999997,38.517444,Johnson County,KS,"Johnson County, KS"
20103,1,600.0,1040688000.0,3122064000.0,728481600.0,1,600.0,0,0.0,0,0.0,0,0.0,0,600.0,826800743.1553054,2821161.54135143,125667248.18017504,428794.49553999887,3.776077883149114,5.79690898423702,200.0,200.0,94.38364647891613,14.34557627627569,356.4,83.16,Leavenworth County,KS,"Leavenworth County, KS"
20121,1,150.0,260172000.0,780516000.0,182120400.0,1,150.0,0,0.0,0,0.0,0,0.0,0,150.0,360888952.3538882,1231404.3516627008,58993897.66778286,201295.55597594392,2.1627594718793857,3.0871057380475087,200.0,200.0,41.19736899016989,6.734463204084801,89.1,20.79,Miami County,KS,"Miami County, KS"
20173,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,1.0,5204003799.304985,17756799.931768112,1480495330.8279233,5051660.299121852,0.004135915504687856,0.003392180910960073,0.4135915504687856,0.3392180910960073,594.064360651254,169.00631630455746,2.4569999999999994,0.5732999999999998,Sedgwick County,KS,"Sedgwick County, KS"
20177,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2137262169.891953,7292642.014899468,438437287.5867016,1496010.2833406632,0.010070509974491377,0.011454564066946223,1.0070509974491377,1.1454564066946222,243.97969975935536,50.049918674280995,2.4569999999999994,0.5732999999999998,Shawnee County,KS,"Shawnee County, KS"
20191,1,100.0,173448000.0,520344000.0,121413599.99999999,1,100.0,0,0.0,0,0.0,0,0.0,0,100.0,279677606.2304891,954299.7066785134,54140644.63078915,184735.56745179015,1.8605136357294618,2.242559186872952,186.05136357294617,200.0,31.926667377909713,6.180438884793283,59.4,13.859999999999998,Sumner County,KS,"Sumner County, KS"
20209,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1613476260.385806,5505410.114065345,379024654.0622396,1293285.9411612384,0.01333971904541902,0.01325008266922742,1.333971904541902,1.325008266922742,184.18678771527468,43.26765457331502,2.4569999999999994,0.5732999999999998,Wyandotte County,KS,"Wyandotte County, KS"
21015,2,5.0,35872199.99999999,107616599.99999999,25110539.999999996,0,0.0,0,0.0,0,0.0,2,5.0,0,4.0,1075742453.4884286,3670586.0067309137,267020875.6245755,911113.1445953904,0.10003937248271627,0.0940396137240774,10.003937248271628,9.40396137240774,122.80164994160144,30.48183511696067,12.284999999999998,2.8664999999999994,Boone County,KY,"Boone County, KY"
21037,1,15.0,80416800.0,241250400.0,56291760.0,0,0.0,0,0.0,1,15.0,0,0.0,0,0.0,836901788.2286695,2855627.741490149,182650297.6570776,623228.7519482161,0.28826608258373365,0.30819418704527207,28.826608258373366,30.81941870452721,95.53673381605817,20.850490600123017,27.54,6.426,Campbell County,KY,"Campbell County, KY"
21047,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,350240387.34133536,1195069.9357436388,140224261.4793,478465.0920125016,0.061452992795556494,0.03581482938130051,6.145299279555649,3.5814829381300513,39.981779376864765,16.007335785308218,2.4569999999999994,0.5732999999999998,Christian County,KY,"Christian County, KY"
21067,3,17.0,94765680.0,284297040.0,66335976.0,0,0.0,0,0.0,1,15.0,2,2.0,0,0.0,2534611790.4481025,8648455.34388317,692667464.7396731,2363479.748471758,0.1121659107999881,0.09576886367101306,11.21659107999881,9.576886367101306,289.3392454849432,79.07162839493985,32.454,7.5726,Fayette County,KY,"Fayette County, KY"
21071,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,212469748.7179159,724976.953329847,68503268.32315874,233742.8789827195,0.10130063281891152,0.0733119473410904,10.130063281891152,7.331194734109039,24.254537524876245,7.820007799447345,2.4569999999999994,0.5732999999999998,Floyd County,KY,"Floyd County, KY"
21089,2,16.0,87591240.0,262773720.0,61313868.0,0,0.0,0,0.0,1,15.0,1,1.0,0,0.0,285329834.5380087,973585.91228019,78072803.2793057,266395.4911270567,0.9209472273569626,0.785342211687333,92.09472273569625,78.5342211687333,32.571898919864005,8.912420465674165,29.997,6.9993,Greenup County,KY,"Greenup County, KY"
21111,23,913.75,2000742389.9999998,6002227169.999999,1400519672.9999998,2,807.0,0,0.0,6,90.0,15,16.75,0,812.75,6621234843.739878,22592593.502188273,2097110052.2876904,7155637.2880330235,0.9065117476802493,0.6678331790323565,90.65117476802493,66.78331790323566,755.8487264543239,239.39612469037561,685.1857499999999,159.87667499999995,Jefferson County,KY,"Jefferson County, KY"
21113,1,15.0,80416800.0,241250400.0,56291760.0,0,0.0,0,0.0,1,15.0,0,0.0,0,0.0,379054412.1112541,1293387.4798501185,88848219.79298052,303162.74238086015,0.6364532169835079,0.6335721765856624,63.645321698350784,63.35721765856624,43.271051610873755,10.142490843947547,27.54,6.426,Jessamine County,KY,"Jessamine County, KY"
21117,7,76.6,415376424.0,1246129272.0,290763496.8,0,0.0,0,0.0,5,74.0,2,2.6,0,15.6,1788841868.5075932,6103782.470893236,300261881.24412763,1024536.1759921002,0.6966123132167232,0.9683663327333749,69.66123132167232,96.8366332733375,204.20569275200836,34.276470461658405,142.25220000000002,33.19218,Kenton County,KY,"Kenton County, KY"
21145,1,50.0,86724000.0,260172000.0,60706799.99999999,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,465598778.64780986,1588689.1477728952,175113090.2697895,597510.73005934,0.5587901256003946,0.34667197013353795,55.87901256003946,34.66719701335379,53.15054550774086,19.990078797921175,29.7,6.929999999999999,McCracken County,KY,"McCracken County, KY"
21157,2,205.0,355568399.99999994,1066705199.9999999,248897879.99999997,2,205.0,0,0.0,0,0.0,0,0.0,0,205.0,282478185.054025,963855.679306611,79946942.56478836,272790.32049690204,3.7762392157680726,3.1132882886458746,200.0,200.0,32.24636815685217,9.12636330648269,121.76999999999998,28.412999999999997,Marshall County,KY,"Marshall County, KY"
21185,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,329214032.5701126,1123325.0275218491,113163319.90859383,386129.3167195492,0.06537789362127565,0.044379291841707545,6.5377893621275645,4.437929184170755,37.58151056736445,12.918187204177379,2.4569999999999994,0.5732999999999998,Oldham County,KY,"Oldham County, KY"
21211,1,1.0,5518800.0,16556400.0,3863159.9999999995,0,0.0,0,0.0,0,0.0,1,1.0,0,1.0,328989124.60118455,1122557.609594935,81460041.37556173,277953.22849929193,0.05032506779690792,0.047423987697101266,5.0325067796907925,4.742398769710126,37.55583614168773,9.299091481228508,1.89,0.44099999999999995,Shelby County,KY,"Shelby County, KY"
21213,4,4.0,28697759.999999996,86093279.99999999,20088431.999999996,0,0.0,0,0.0,0,0.0,4,4.0,0,0.0,121305377.55234212,413911.1735722037,54026529.60908738,184346.1907934106,0.7097235236982924,0.3718253262860156,70.97235236982924,37.182532628601564,13.847645839308461,6.167412055831893,9.827999999999998,2.2931999999999992,Simpson County,KY,"Simpson County, KY"
21219,1,50.0,43362000.00000006,130086000.00000018,30353400.00000004,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,62089509.110681035,211858.2217959374,21858409.32862303,74583.99652338645,2.095136551460059,1.388637185060536,200.0,138.8637185060536,7.087843505785506,2.495252206463816,14.85000000000002,3.4650000000000047,Todd County,KY,"Todd County, KY"
21227,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,675275623.2007301,2304136.315499386,264922211.26227665,903952.2037808872,0.0318733851193708,0.01895691560202192,3.1873385119370803,1.895691560202192,77.08625835624773,30.242261559620623,2.4569999999999994,0.5732999999999998,Warren County,KY,"Warren County, KY"
22017,1,2.2,15783767.999999996,47351303.999999985,11048637.599999996,0,0.0,0,0.0,0,0.0,1,2.2,0,2.2,932091973.2791857,3180430.1698887865,1070098813.1786911,3651329.1045971657,0.05080110692661983,0.01032487604315755,5.080110692661983,1.0324876043157551,106.40319329671068,122.15739876469078,5.405399999999998,1.2612599999999996,Caddo Parish,LA,"Caddo Parish, LA"
22033,4,33.5,195010740.0,585032220.0,136507518.0,0,0.0,0,0.0,2,25.0,2,8.5,0,18.5,1102780404.628012,3762843.335408234,1584200005.430864,5405515.374930878,0.5305065428663852,0.08616810852924675,53.05065428663852,8.616810852924676,125.88817404429359,180.84474947840914,66.7845,15.58305,East Baton Rouge Parish,LA,"East Baton Rouge Parish, LA"
22051,1,50.0,86724000.0,260172000.0,60706799.99999999,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,936168253.2672912,3194339.016039961,2190061545.610673,7472800.982363093,0.27791158169696734,0.027719221006217255,27.791158169696732,2.7719221006217256,106.86852206247616,250.00702575464302,29.7,6.929999999999999,Jefferson Parish,LA,"Jefferson Parish, LA"
22071,4,45.7,246272508.0,738817524.0,172390755.6,0,0.0,0,0.0,3,45.0,1,0.7,0,0.7,971621851.7072957,3315311.728328235,2264461269.3693066,7726663.404588324,0.7603961589601747,0.0761288161258832,76.03961589601747,7.612881612588319,110.91573649626663,258.50014490517196,84.3399,19.679309999999997,Orleans Parish,LA,"Orleans Parish, LA"
22073,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,525495191.2875475,1793064.212990275,584112407.1056229,1993074.4770061944,0.04095816737592671,0.008597845104652724,4.095816737592671,0.8597845104652724,59.98803553510817,66.67949852803915,2.4569999999999994,0.5732999999999998,Ouachita Parish,LA,"Ouachita Parish, LA"
22079,1,20.0,22075199.99999998,66225599.99999994,15452639.999999985,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,446152440.6150579,1522335.481025145,415218935.5454141,1416785.9691698004,0.14843715728351164,0.03721564378970831,14.843715728351164,3.721564378970831,50.930643905828525,47.39942186591485,7.559999999999993,1.7639999999999985,Rapides Parish,LA,"Rapides Parish, LA"
22083,1,2230.0,3867890399.999999,11603671199.999996,2707523279.999999,1,2230.0,0,0.0,0,0.0,0,0.0,1,2230.0,61294268.91511829,209144.74932456957,71478083.67526464,243893.37138788484,189.31086715576993,37.87906923051648,200.0,200.0,6.9970626615431835,8.15959859306674,1324.6199999999994,309.07799999999986,Richland Parish,LA,"Richland Parish, LA"
22125,1,200.0,346896000.0,1040688000.0,242827199.99999997,1,200.0,0,0.0,0,0.0,0,0.0,0,200.0,31600452.567367148,107825.23142412127,26860822.347387668,91652.94008606004,32.93269290309746,9.040199769744428,200.0,200.0,3.6073575990145144,3.0663039209346654,118.8,27.719999999999995,West Feliciana Parish,LA,"West Feliciana Parish, LA"
23001,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1439500613.5687,4911780.502583532,74343361.64074133,253670.1066755624,0.01495193527333137,0.06755287747504553,1.495193527333137,6.7552877475045525,164.32655406035389,8.486685118806088,2.4569999999999994,0.5732999999999998,Androscoggin County,ME,"Androscoggin County, ME"
23003,2,51.0,93898440.0,281695320.0,65728907.99999999,1,50.0,0,0.0,0,0.0,1,1.0,0,50.0,1322379940.4498987,4512148.134766598,19843271.07323601,67708.05864637367,0.21302147089751067,3.3124028673202526,21.302147089751067,200.0,150.95661420660943,2.2652135928351607,32.157,7.503299999999999,Aroostook County,ME,"Aroostook County, ME"
23005,3,7.0,50221079.99999999,150663239.99999997,35154755.99999999,0,0.0,0,0.0,0,0.0,3,7.0,0,5.0,3686249041.883536,12578005.178270573,214766699.33539385,732814.4750036694,0.04087169322749194,0.1636881141666195,4.087169322749194,16.36881141666195,420.80468514652233,24.51674649947418,17.198999999999998,4.013099999999999,Cumberland County,ME,"Cumberland County, ME"
23007,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,478587727.1550058,1633009.284510136,17642552.58878035,60198.89467538616,0.04497256987333691,0.28465880856683806,4.4972569873336905,28.465880856683807,54.6333021866445,2.0139900215502684,2.4569999999999994,0.5732999999999998,Franklin County,ME,"Franklin County, ME"
23015,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,506954638.5717552,1729801.2143655058,20717411.69183621,70690.7505650054,0.042456106251710625,0.2424100111877867,4.245610625171063,24.24100111877867,57.871534083533696,2.365001334684499,2.4569999999999994,0.5732999999999998,Lincoln County,ME,"Lincoln County, ME"
23019,2,2.0,14348879.999999998,43046639.99999999,10044215.999999998,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,1933161208.3247645,6596220.551695678,70706397.95024994,241260.27011476172,0.02226748592648581,0.14205526361372922,2.2267485926485806,14.205526361372922,220.6805032334206,8.071506615325335,4.913999999999999,1.1465999999999996,Penobscot County,ME,"Penobscot County, ME"
23023,1,1.0,7174439.999999999,21523319.999999996,5022107.999999999,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,439623915.5099641,1500059.226316,19501951.65059593,66543.42830896769,0.04895848301390275,0.25751822637948835,4.895848301390275,25.751822637948834,50.185378482872615,2.226250188424193,2.4569999999999994,0.5732999999999998,Sagadahoc County,ME,"Sagadahoc County, ME"
24003,2,81.0,145932839.99999994,437798519.9999998,102152987.99999996,1,80.0,0,0.0,0,0.0,1,1.0,0,80.0,4168567597.679765,14223744.579882229,986910865.8215716,3367480.015526149,0.10502373051205395,0.10350781568805698,10.502373051205396,10.350781568805697,475.8638810136718,112.66105774218853,49.976999999999975,11.661299999999995,Anne Arundel County,MD,"Anne Arundel County, MD"
24005,3,151.8,273085992.0,819257976.0,191160194.4,1,150.0,0,0.0,0,0.0,2,1.8,0,150.8,6727072006.102894,22953724.92904794,1428278766.3928618,4873489.966517272,0.12178522472433144,0.13383955492300553,12.178522472433144,13.383955492300553,767.9305943039833,163.04552127772396,93.52260000000001,21.82194,Baltimore County,MD,"Baltimore County, MD"
24009,14,455.0,816388200.0,2449164600.0,571471739.9999999,9,450.0,0,0.0,0,0.0,5,5.0,0,0.0,431949050.00688,1473871.4953885756,177921464.1218539,607093.3004316707,5.670031222342057,3.2119325390027895,200.0,200.0,49.30925228389041,20.310669420302954,279.585,65.23649999999999,Calvert County,MD,"Calvert County, MD"
24021,18,742.0,1510022520.0,4530067560.0,1057015763.9999999,4,686.0,0,0.0,3,45.0,11,11.0,1,636.0,1679689607.757854,5731339.457594099,398158747.2739605,1358574.184240866,2.696967070033251,2.654759618461178,200.0,200.0,191.74538901345366,45.45191178926489,517.131,120.66389999999998,Frederick County,MD,"Frederick County, MD"
24027,3,22.8,136377432.0,409132296.0,95464202.4,0,0.0,0,0.0,1,15.0,2,7.8,0,6.8,2005680262.5451057,6843665.862401181,518315935.7906761,1768567.5737806691,0.20398679871378503,0.18418149203607276,20.3986798713785,18.418149203607275,228.9589340804915,59.168485820853434,46.7046,10.89774,Howard County,MD,"Howard County, MD"
24031,4,46.0,248424840.0,745274520.0,173897388.0,0,0.0,0,0.0,3,45.0,1,1.0,0,0.0,6743266988.910093,23008984.51007366,2051078161.3392625,6998569.939588474,0.11052128311479743,0.08478340381063429,11.052128311479743,8.478340381063429,769.7793366335723,234.14134261863728,85.077,19.8513,Montgomery County,MD,"Montgomery County, MD"
24033,4,37.0,110533680.0,331601040.0,77373576.0,0,0.0,0,0.0,2,35.0,2,2.0,0,20.0,5957403810.86259,20327507.7540043,1286842109.9452698,4390888.010712873,0.05566200488128176,0.06012670505730555,5.5662004881281755,6.012670505730555,680.0689281806609,146.8997842403276,37.854,8.832600000000001,Prince George's County,MD,"Prince George's County, MD"
25005,2,16.0,87591240.0,262773720.0,61313868.0,0,0.0,0,0.0,1,15.0,1,1.0,0,0.0,5455811158.503376,18616002.397998028,608419532.6506228,2076013.8409775617,0.048164005748337416,0.10077564034290909,4.816400574833741,10.077564034290909,622.8094929798375,69.45428454915786,29.997,6.9993,Bristol County,MA,"Bristol County, MA"
25009,4,32.0,175182480.0,525547440.0,122627736.0,0,0.0,0,0.0,2,30.0,2,2.0,0,0.0,8128361659.198987,27735124.208542548,692845033.1846819,2364085.637220847,0.0646560108955327,0.17699157838562848,6.46560108955327,17.699157838562847,927.8951665752268,79.09189876537465,59.994,13.9986,Essex County,MA,"Essex County, MA"
25013,4,62.3,229369212.0,688107636.0,160558448.4,1,30.0,0,0.0,2,30.0,1,2.3,0,32.3,5610389204.773531,19143444.64195437,540769367.8244512,1845181.8722672584,0.12264882361718007,0.29690743957250504,12.264882361718007,29.690743957250504,640.4553886727774,61.731662993658816,78.5511,18.32859,Hampden County,MA,"Hampden County, MA"
25017,23,204.35,976500414.0,2929501242.0,683550289.8,1,50.0,0,0.0,8,120.0,14,34.35,0,44.35,17904087718.397472,61091289.675628185,1767982757.3578944,6032608.22165668,0.16362192188043015,0.3866272377121539,16.362192188043014,38.66272377121539,2043.8456299540494,201.82451568012493,334.41795,78.030855,Middlesex County,MA,"Middlesex County, MA"
