Name,State,Latitude,Longitude,IT Load (MW),PUE,Website,Source URL
MCNC Research Triangle Park,north-carolina,35.91970404766731,-78.87021058535522,,,https://www.mcnc.org/our-solutions/data-center/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/durham-nc/mcnc-research-triangle-park/
CyrusOne DUR1 - Durham,north-carolina,35.9362156,-78.88035649999999,50,,https://www.cyrusone.com/data-centers/north-america/durham-nc?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/durham-nc/cyrusone-dur1/
TierPoint Raleigh - RTP,north-carolina,35.897051,-78.8787713,3.6,,http://www.TierPoint.com?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/durham-nc/tierpoint-raleigh-rtp/
MCNC Rosman,north-carolina,35.19958830164818,-82.87194431365427,0.5,,https://www.mcnc.org/our-solutions/data-center/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/durham-nc/mcnc-rosman/
TierPoint Raleigh - RAL,north-carolina,35.85426,-78.595798,,,https://www.TierPoint.com?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/hosted-solutions-raleigh/
Segra Raleigh,north-carolina,35.724984,-78.6623626,3,,https://www.segra.com/product/data-centers/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/datachambers3/
American Tower AEDC Raleigh,north-carolina,35.7879906,-78.7263718,4,,https://www.americantower.com/us/aggregation-edge-data-center-raleigh-nc?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/american-tower-raleigh/
Flexential Raleigh Data Center - $0 NRC's,north-carolina,35.849056,-78.829509,4.31,,,https://www.datacentermap.com/usa/north-carolina/raleigh/flexential-raleigh/
Cisco RTP Data Center,north-carolina,35.85535253382376,-78.86811183999367,2.8,,https://www.cisco.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/cisco-rtp-data-center/
LightEdge - Raleigh,north-carolina,35.9073401,-78.7781416,0.24,,https://www.lightedge.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/onramp/
NetActuate Cary Data Center,north-carolina,35.7336631,-78.8149545,1.7,,https://netactuate.com/global-edge/cary-datacenter/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/tranquil-hosting/
Lumen Raleigh 4,north-carolina,35.854359,-78.5970222,,,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/lumen-raleigh-4/
Cogent Data Center - Raleigh,north-carolina,35.7789036,-78.6476706,,,https://www.cogentco.com/en/cogent-charlotte?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/cogent-data-center-raleigh/
AceHost Raleigh-Durham Data Center,north-carolina,35.8957405,-78.84917279999999,1.25,,https://www.acehost.com/raleigh-durham-data-center.php?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/acehost-raleigh-durham-data-center/
New Hill Digital Campus,north-carolina,35.66393,-78.956647,300,,https://newhilldigitalcampus.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/new-hill-digital-campus/
Celito Data Center,north-carolina,35.7984144,-78.7311001,,,http://celito.net?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/celito-data-center/
Lumen Raleigh 2,north-carolina,35.805984,-78.624759,,,https://www.lumen.com/en-us/home.html?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/1918-wake-forest-rd/
Lumen Raleigh 3,north-carolina,35.8262613,-78.6095337,,,https://www.lumen.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/level3-raleigh3/
New Hill Digital Campus - Building 1,north-carolina,35.66621,-78.956119,,,https://newhilldigitalcampus.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/new-hill-digital-campus-building-1/
New Hill Digital Campus - Building 4,north-carolina,35.661255,-78.956699,,,https://newhilldigitalcampus.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/new-hill-digital-campus-building-4/
New Hill Digital Campus - Building 2,north-carolina,35.664443,-78.958386,,,https://newhilldigitalcampus.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/new-hill-digital-campus-building-2/
New Hill Digital Campus - Building 3,north-carolina,35.663637,-78.954963,,,https://newhilldigitalcampus.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/raleigh/new-hill-digital-campus-building-3/
"DartPoints Asheville, NC - AVL01",north-carolina,35.4888818,-82.5582222,1.5,,https://dartpoints.com/locations/north-carolina/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/asheville/immedion-technology/
Automated Results Data Center,north-carolina,35.1995853,-82.8719478,,,https://www.automatedresults.com/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/asheville/automated-results-data-center/
113 North Myers Street (CLT10),north-carolina,35.2218852,-80.8355384,0.6,,,https://www.datacentermap.com/usa/north-carolina/charlotte/113-north-myers-street/
Flexential Charlotte - South Data Center - $0 NRC's,north-carolina,35.134991,-80.936312,2.36,,,https://www.datacentermap.com/usa/north-carolina/charlotte/flexential-charlotte-south/
Flexential Charlotte - North Data Center,north-carolina,35.3297186,-80.7656823,3.3,,,https://www.datacentermap.com/usa/north-carolina/charlotte/flexential-charlotte/
125 North Myers Street (CTL11),north-carolina,35.2218852,-80.8355384,0.9,,,https://www.datacentermap.com/usa/north-carolina/charlotte/125-north-myers-street/
725 East Trade Street,north-carolina,35.2215548,-80.840116,12,,,https://www.datacentermap.com/usa/north-carolina/charlotte/725-east-trade-street/
12899 Moores Chapel Rd,north-carolina,35.2511619,-81.0012048,,,,https://www.datacentermap.com/usa/north-carolina/charlotte/12899-moores-chapel-rd/
TierPoint Charlotte 4- Center Park,north-carolina,35.1732171,-80.928129,,,http://www.TierPoint.com?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/charlotte/charlotte-4/
731 East Trade Street (CTL12),north-carolina,35.2215267,-80.8359964,,,,https://www.datacentermap.com/usa/north-carolina/charlotte/731-east-trade-street/
TierPoint Charlotte 2 - North Myers,north-carolina,35.221431,-80.835792,,,https://www.TierPoint.com?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/charlotte/hosted-solutions-charlotte/
Segra Kannapolis,north-carolina,35.5051704,-80.6227366,2.4,,https://www.segra.com/product/data-centers/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/charlotte/datachambers4/
Segra Charlotte 2,north-carolina,35.1938069,-80.9384415,2.5,,https://www.segra.com/product/data-centers/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/charlotte/dc74/
Segra Charlotte 1,north-carolina,35.1938979,-80.9372017,0.5,,https://www.segra.com/product/data-centers/?utm_source=datacentermap.com,https://www.datacentermap.com/usa/north-carolina/charlotte/segra-charlotte-1/
